Headlines,Summary,Time
"PPP wants action plan to avert famine threat
","“Farmers across Pakistan are suffering the worst plague of locusts in recent history""
",2020-05-29
"IHC issues notices to govt on petition against NFC composition
","Judge warns of imposing fine if petitioner fails to substantiate contentions in plea.
",2020-05-29
"Seniority principle ignored in judges’ elevation: SBC
","SBC asks JCP to ensure the same does not happen in the future.
",2020-05-29
"President summons Senate session on June 5
","Overall it will be the 299th session of the upper house of the parliament.
",2020-05-29
"A crisis of reckoning: put learning first
","The enduring lesson for the 200 universities serving Pakistan’s 1.4 million students is that we must put learning first. 
",2020-05-29
"Rs6bn released by Balochistan govt to mitigate Covid-19 impact on economy
","“Ration has been distributed among 238,000 people so far through deputy commissioners,” says Liaquat Shahwani.
",2020-05-29
"Writer Asif Farrukhi passes away
","KARACHI: The world of literature, in particular Urdu literature, was deeply saddened to learn on Monday evening that...
",2020-06-02
"$188m accord reached with World Bank for environment protection
","The World Bank would join hands with Pakistan and provide funding and technical support for disaster resilience and ecosystem restoration.
",2020-06-02
"Minister chides India for violating international laws
","Terms arrest of Pakistan’s diplomatic staff a heinous act.
",2020-06-02
"Maryam asks govt to shed ‘Nawaz syndrome’, focus on Covid-19
","Explains that Nawaz takes walks because of strict advice from doctors.
",2020-06-02
"Experts battle for their teams amid PIA crash probe
","Some retired and serving pilots raise eyebrows about CAA’s role in light of communication between pilot and air traffic controller.
",2020-06-02
"JIT formed to investigate Balochistan lynching incident
","Young man killed, two others suffer serious injuries; JIT to submit report to ATC in 15 days.
",2020-06-02
"Resolution of long pending disputes imperative for peace in S. Asia: Bajwa
","Army chief urges officers to stay focused on the pursuit of professional excellence.
",2020-06-02
"Iran hands over Pakistanis who illegally crossed over border
","These Pakistanis entered Iran through illegal crossings two months ago without valid documents.
",2020-06-02
"Senator escapes unhurt in accident: six killed
","Senator Mir Sarfaraz Ahmed Bugti, who was travelling in another vehicle of the convoy, remained unhurt.
",2020-06-02
"NA, Senate budget sessions begin today
","Dr Waseem nominated Leader of House in Senate; NA session to continue till Aug 13.
",2020-06-05
"Cabinet panel opens debate on outsourcing of major airports
","Regulatory part of CAA and commercial part of operations discussed.
",2020-06-05
"Senate panel wants Saarc to formulate joint anti-virus strategy
","Panel expresses deep concern over rapidly growing number of coronavirus patients and deaths caused by the deadly virus.
",2020-06-05
"Biodiversity loss to have severe implications for humanity
","PN chief in his message urges measures for conservation of environment
",2020-06-05
"ANP plans legal action against tribal elders of South Waziristan
","MPA Samar Bilour made party’s provincial spokesperson.
",2020-06-05
"Keel laying ceremony for Navy’s corvette held
","KARACHI: The keel laying ceremony of the first Milgem class corvette for Pakistan Navy was held at the Istanbul ...
",2020-06-05
"Two die in Bajaur bomb blast
","KHAR: Two people were killed when a bomb hit a moto­rcycle in Mamund tehsil of Bajaur district on Thursday....
",2020-06-05
"Sindh assails policy about people coming from abroad
","“Only those who test negative for coronavirus should be allowed to go home.” 
",2020-06-05
"Five killed in land dispute
","QUETTA: Five people, including the father and two brothers of a local leader of the Pakistan Tehreek-i-Insaf (PTI),...
",2020-06-05
"Bajwa promises help in anti-locust measures
","Comment made while visiting  Natio­nal Locust Control Centre.
",2020-06-05
"FIA opposes plea for criminal case against US blogger
","Court directs Cynthia Ritchie to appear before it on June 13 on petition filed by local PPP leader.
",2020-06-10
"Police ask prominent figures to make own security arrangements
","DIG, however, says no special directive given to anyone.
",2020-06-10
"PM Imran asked to issue advice for appointment of CJs of AJK SC, HC
","The prime minister is the chairman of the Kashmir Council and the sole authority.
",2020-06-10
"Senate panel briefed on payment to heirs of train fire victims
","The heirs of those died in the train fire accident were paid from the life insurance, and the railways ministry did not provide any financial assistance.
",2020-06-10
"Pakistanis in Canada asked to contact consulate to return home
","Canada has contributed $850,000 to the World Health Organisation to assist it in its fight against Covid-19.
",2020-06-10
"Steel-cutting ceremony of Milgem class corvette held
","KARACHI: The steel-cutting ceremony of a Milgem class corvette, or small warship, being constructed for Pakistan ...
",2020-06-10
"BAP calls for consensus about issues facing country
","“After recent embarrassment in Ladakh, India may opt for misadventure against Pakistan,” says BAP founder.
",2020-06-10
"Presidency budget slashed significantly
","President Arif Alvi has reduced it by Rs597m, or 60.18 per cent, for 2020-21. 
",2020-06-14
"Call for judicial probe into air crash
","Group of lawyers file joint petition in LHC, lament authorities haven't taken ""any serious action to mitigate causes for this increase in crashes"".
",2020-06-14
"Opposition parties warn of protest movement against Balochistan govt
","Say Alyani-led government has failed to contain Covid-19 spread.
",2020-06-14
"PBC assails blasphemy accusations against teacher
","ISLAMABAD: Pakistan Bar Council vice chairman Abid Saqi on Saturday condemned the accusations of blasphemy levelled...
",2020-06-14
"Number of Covid patients in Balochistan may reach 100,000 soon: official
","“About 40 per cent of the population in the province is currently infected,"" says Dr Saleem Abro.
",2020-06-14
"Red Zone Files: Crack in the coalition
","The PTI ruling coalition stayed intact for 22 months. Impressive. But not really surprising. 
",2020-06-18
"Woman, three boys killed in Indian shelling
","“The boys were busy holding and flying pigeons, unmindful of any aggression from across the LoC on an unusually calm day, when the shell landed near them.”
",2020-06-18
"Essential Services Act enforced in USC
","Labour union terms the move tantamount to encroaching upon legal rights of employees.
",2020-06-18
"OBITUARY: PTV legend Tariq Aziz passes away at 84
","LAHORE: Dekhti Ankhon aur Suntay Kanon ko Tariq Aziz ka Salam Pauhnchay — the voice behind this memorable ...
",2020-06-18
"Plan to establish mineral exploration company approved
","Balochistan to 90 per cent shares in the company and remaining 10pc would go to  federal govt. 
",2020-06-18
"‘Ring of Fire’ eclipse to wrap Earth tomorrow
","ISLAMABAD/RAWAL­PINDI: An annular solar eclipse,   popularly known as the ‘Ring of Fire’, will be visible ...
",2020-06-22
"BUDGET 2020-21: Rs68bn Gilgit-Baltistan budget unveiled
","Government employees’ salaries increased; Rs6bn allocated for subsidy on wheat.
",2020-06-22
"Nobel-laureate Malala is a graduate now
","Eight years ago, the girl from Swat was seriously injured in Taliban attack for her pro-education work...
",2020-06-22
"COMMENT: A question of judiciary’s independence
","It seems the most troublesome clients are judges themselves.
",2020-06-22
"PM’s aide discusses anti-virus efforts with Alyani
","Shahbaz Gill appreciates steps taken by province to contain spread of virus, stabilisation and development of economy. 
",2020-06-22
"Police find US blogger’s allegations suspicious
","ISLAMABAD: The capital police have found the allegations levelled by an American blogger against a former prime...
",2020-06-22
"Barbs fly in NA as opposition rejects budget
","PML-N legislators slam ""commercial"" use of cantonment lands, Raja Pervez Ashraf says inadequate funds allocated to fight corona. 
",2020-06-22
"RED ZONE FILES: PTI’s festering fault lines
","Fawad Chaudhry’s interview has ope­n­ed a can of worms.
",2020-06-25
"Ministry told to devise system to address overseas Pakistanis’ grievances
","Justice Minallah says court has been inundated with complaints of Pakistanis living abroad.
",2020-06-25
"Isa’s wife says her family is receiving threats
","Justice Isa's wife says she received a USB containing a threatening video message, urges police to register case.
",2020-06-25
"ANALYSIS: A litany of fatal errors
","The report stays silent on the factors that could have made the pilot commit fatal errors.
",2020-06-25
"Bid foiled to smuggle medicines to Afghanistan
","Medicines included antibiotics, syrups, Panadol/Calpol, Nuberol tablets, Vitamin D tablets, Dexa methasone injections.
",2020-06-25
"Bilawal wants minister to quit over air crash
","PM Imran used to say that if there was a train crash, the railways minister should be sacked, says PPP chief.
",2020-06-25
"Kidnap suspects, others held in Nasirabad
","DERA MURAD JAMALI: Police arrested two dozen suspected criminals involved in kidnapping for ransom and other crimes...
",2020-06-25
"RED ZONE FILES: Minus few?
","Even the storm in a teacup can spill over. 
",2020-07-02
"Govt to discuss sale of PIA hotel in New York today
","PPP wants treason case registered against aviation minister.
",2020-07-02
"Turkish Airlines allowed to operate flights from three cities
","Seven flights a week allowed from Karachi, Lahore and Islamabad.
",2020-07-02
"Absence of Covid-19 testing facility in Gwadar irks Sanjrani
","Directs Balochistan chief secy to make immediate arrangements for coronavirus testing facilities in Gwadar.
",2020-07-02
"Can this be an ancient Christian cross?
","The discovery of the cross in Skardu may open new avenues of academic collaboration.
",2020-07-02
"Balochistan’s efforts against Covid-19 praised
","Smart lockdown extended till 15th.
",2020-07-02
"Opposition challenges PSDP in high court
","QUETTA: A number of opposition parties filed a petition in the Balochistan High Court on Wednesday challenging the...
",2020-07-02
"ADB, Swiss agency to help strengthen public health response to Covid-19
","Training programme envisages a rapid capacity development of 4,500 doctors and paramedical staff in critical care management.
",2020-07-02
"Lawyers’ bodies smell a rat in FBR change of guard
","PBC, SCBA demand independent, neutral probe into properties of Justice Isa’s wife, children.
",2020-07-08
"Minister anticipates virus cases spike during Eid, Muharram
","2,776 more people contract virus, 70 lose their lives in single day.
",2020-07-08
"LHC stays suspension of TV channel licence
","LAHORE: The Lahore High Court (LHC) on Tues­day suspended the operation of the Pakistan Elec­tronic Media...
",2020-07-08
"PIA steward goes missing from Toronto hotel
","PIA management has taken notice of the incident and launched an investigation.
",2020-07-08
"Bid to change held Kashmir demography will fail: Afridi
","RAWALPINDI: The chairman of the Special Parliamentary Committee on Kashmir, Shehryar Khan Afridi, has said that...
",2020-07-08
"Tree-planting push has a sweetener — more honey
","Beekeepers say they are now harvesting up to 70 per cent more honey than before the greening project  
",2020-07-08
"UN urges world to share burden of hosting Afghan refugees
","Pakistan says there has been a significant decline in funding for refugee-hosting countries.
",2020-07-08
"Online portal to receive public complaints
","QUETTA: Balochistan Chief Minister Jam Kamal Khan Alyani has directed the authorities concerned to set up an online...
",2020-07-08
"QCCI urges govt to open Chaman border for trade
","QUETTA: The Quetta Chamber of Commerce and Industry (QCCI) has expressed concerns that closure of the Chaman border...
",2020-07-08
"Five runaway teenagers in pursuit of jobs in Iran sent home
","CHAGAI: The Quick Response Force (QRF) of the Chagai Levies Force has recovered five teenagers belonging to Khyber...
",2020-07-08
"Judicial complex opened in Pishin
","BHC chief justice urges courts to ensure a quick justice system for people living in remote areas.
",2020-07-12
"Two policemen injured in Mastung attack
","A police mobile was patrolling the area when it was attacked by four armed assailants riding two motorcycles, says DPO.
",2020-07-12
"Govt warns against spike in virus cases
","Minister says fewer patients are on oxygenated beds and ventilators since June 20.
",2020-07-12
"Faraz says opposition pressuring PM to stop accountability process
","Says the ‘divided’ opposition would never get an opportunity to come to power again.
",2020-07-12
"PFUJ seeks withdrawal of cases against Mir Shakil
","Statement says media industry under serious threat and this situation has been created deliberately.
",2020-07-12
"Malpractices in AGPR cause Rs175bn annual loss to exchequer: minister
","Says PTI govt introducing reforms in all institutions to ensure transparency.
",2020-07-12
"Three brothers, cop killed as two groups clash in Chaman
","QUETTA: Three brothers and a policeman have lost their lives in a clash between two groups in Chaman. Chaman Assistant
",2020-07-12
"Probe into ‘extra-judicial killing’  in Kharan sought
","Victim's father says his son was tortured to death by some police officials who often misused their authority and powers.
",2020-07-15
"FIA files report on cleric in contempt case
","Interim report says Facebook had blocked Mirza Iftikharuddin's live videos due to intimidating content.
",2020-07-15
"Formation of CCoP challenged
","IHC admits petition seeking stay on privatisation of Roosevelt Hotel, other PIA assets
",2020-07-15
"Court summons Zardari in water supply case on Aug 4
","Former president’s indictment in Park Lane reference again deferred.
",2020-07-15
"NAB to conduct fresh investigation against Nawaz
","Arrest warrant for ex-PM to be displayed at his London residence in Toshakhana reference.
",2020-07-15
"Cable operators threaten countrywide strike as deadlock persists with KE
","Internet disruption expected during daytime today
",2020-07-15
"Move to appoint junior official as PR CEO questioned
","ISLAMABAD: A Senate standing committee on Tuesday sought explanation from the Ministry of Railways about...
",2020-07-15
"NDMA chief visits Quetta hospitals
","QUETTA: Chairman of the National Disaster Management Authority (NDMA) Lt Gen Mohammad Afzal has said that the...
",2020-07-15
"Pakistan-born scientist becomes first woman to head section at renowned body
","Max Planck Society is Germany’s most successful research organisation.
",2020-07-15
"IHC to hear pleas against SAPMs’ appointment
","PML-N lawmaker raises objection over induction of dual nationals into cabinet.
",2020-07-21
"Sindh urged to pay its NFC share for tribal districts’ development
","Shibli Faraz says region was backward in terms of social and economic development and needed funds for development.
",2020-07-21
"Four of a family killed in AJK van crash
","MUZAFFARABAD: A centenarian and his toddler great-granddaughter were among four members of a family who lost their...
",2020-07-21
"Efforts under way to ensure wheat supply at affordable prices: ministry
","National Food Security and Research Ministry says provincial strategy restricted movement of wheat, created panic in market.
",2020-07-21
"COMMENT: Our service structure places compliance over merit
","CHAUDHRY Aslam, the notorious encounter cop, died on Jan 9, 2014, in a meticulously planned car bomb attack when...
",2020-07-21
"SEZs in Bostan, Hub to boost industrialisation: Zarkoon
","QUETTA: The chief executive of the Balochistan Board of Investment and Trade, Farman Zarkoon, has said that special...
",2020-07-21
