Summary,Time,label
"LAHORE, Jan 12: The Jamaat-i-Islami in a consultative meeting decided on Thursday to intensify contacts with opposition parties, particularly the Muslim LeagueNawaz and the Tehrik-iInsaaf, in order to press the government for holding early elections. 
    ",13/01/2012,other
"LAHORE, Jan 12: The Pakistan Railways has increased by 60 per cent its minimum passenger fare through merger of seat reservation charges with the fare of all trains. 
    ",13/01/2012,other
"LAHORE, Jan 12: College teachers on the call of the Punjab Professors and Lecturers Association (PPLA) on Thursday staged a protest rally from Nasser Bagh to the Civil Secretariat and staged a sit-in in front of the secretariat for about three hours, thro 
    ",13/01/2012,other
"ISLAMABAD, Jan 12: Five months after elections of the central office-bearers in a general council meeting, the Central Working Committee (CWC) of the main opposition party Pakistan Muslim League-Nawaz (PMLN) on Thursday `unanimously elected` Iqbal Zafar J 
    ",13/01/2012,other
"ISLAMABAD: By all accounts, the classic game of brinkmanship is being played out between the executive and judiciary. 
    ",13/01/2012,other
"LAHORE, Jan 12: The Punjab health department on Thursday formed a committee consisting of a senior heart surgeon and four pharmacists to look into the causes of a disease affecting heart patients. 
    ",13/01/2012,other
"PESHAWAR, Jan 12: The Khyber Pakhtunkhwa government has been waiting for months for the Peshawar Electric Supply Company to sign an agreement for purchasing power from the provincial government-owned Pehur hydropower unit, officials said. 
    ",13/01/2012,other
"RAWALPINDI, Jan 14: An accountability court ordered the release of former establishment secretary Ismail Qureshi on Saturday after he submitted an undertaking to appear before the National Accountability Bureau’s investigator whenever called in the case o 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: The National Accountability Bureau has reopened all 155 cases terminated under the National Reconciliation Ordinance at different stages of court proceedings, Admiral (retd) Fasih Bokhari, the NAB chairman, told media on Saturday. 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: Pakistan Tehrik-i-Insaaf chief Imran Khan asked the government on Saturday to refrain from any ‘adventurism’ against the Supreme Court otherwise PTI workers would take to the streets and the ‘tsunami’ would sweep away the “corrupt ruler 
    ",14/01/2012,other
"KARACHI, Jan 14: Chief of the rightwing Jamaatud Dawa (JD) Hafiz Mohammad Saeed on Saturday expressed support for the contacts between the US and Afghan Taliban and urged the government to open a dialogue with Pakistani militants. 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: A government team led by Finance Minister Abdul Hafeez Shaikh briefed Prime Minister Yousuf Raza Gilani on Saturday on the performance of the economy during the first half of the 2011-12 year. 
    ",14/01/2012,other
"MUZAFFARABAD, Jan 14: Auditor General of Pakistan Muhammad Akhtar Buland Rana was sworn in as Auditor General of Azad Jammu and Kashmir (AJK) on Saturday. 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: Two women, including the mother of a joint secretary of the Cabinet Division, were killed during an attack on an under-trial prisoner at the VIP ward of Pakistan Institute of Medical Sciences (Pims) Saturday night. 
    ",14/01/2012,crime
"ISLAMABAD, Jan 14: Mohammad Zubair broke the world record of individual longest continual rowing in Pakistan when he rowed 10 hours straight at a private fitness club on Saturday. 
    ",14/01/2012,other
"RAWALPINDI, Jan 14: District Coordination Officer Saqib Zafar on Saturday enforced Section 144 in Rawalpindi district, prohibiting pillion riding and carrying of arms during Chehlum of Hazrat Imam Hussain (RA) on Sunday. 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: Law-enforcement agencies and human rights organisations working for the welfare of women failed to slow down the trend of violence against women in 2011.11. 
    ",14/01/2012,other
"ISLAMABAD, Jan 14: The bar associations of Islamabad and Rawalpindi elected the pro-judiciary lawyers as their office-bearers for one year and rejected the candidates backed by the government. 
    ",14/01/2012,other
"PESHAWAR, Jan 14: Four militants, involved in attack on Riaz Shaheed police post in Surband on Thursday night, were arrested during a search operation in the area, sources said. 
    ",14/01/2012,crime
"LANDI KOTAI1CHARSADDA, Jan 14: A personnel of Khyber Rifles was injured when a food supply convoy was targeted with a roadside bomb in Landi Kotal tehsil of Khyber Agency on Saturday. 
    ",14/01/2012,crime
"MARDAN, Jan 14: Khyber Pakhtunkhwa Chief Minister Ameer Haider Khan Hoti on Saturday favoured early elections in the country but said their holding was conditional on approval by all political parties. 
    ",14/01/2012,other
"KOHAT, Jan 14: A man shot dead his brother and injured a cousin over a property dispute in Muslimabad area on Saturday. 
    ",14/01/2012,crime
"GUJRAT, Jan 14: Robbers took away gold ornaments, cash and other valuables worth Rs25 million by taking the security guard hostage and cutting locks of six shops in a plaza on GT Road in Sarai Alamgir city, some 50 kilometres from Gujrat, on Friday night  
    ",14/01/2012,other
"MULTAN, Jan 14: Annual elections of the district bar associations were held throughout Punjab on Saturday. 
    ",14/01/2012,other
"GUJRANWALA, Jan 14: Five people were killed and as many others injured in a collision between a car and van on Wazirabad-Sialkot Road late on Friday night. 
    ",14/01/2012,crime
"LAHORE, Jan 14: The Pakistan Railways will give its land to the Federal Board of Revenue (FBR) for setting up a tax office in Sargodha. 
    ",14/01/2012,other
"GUJRAT, Jan 14: Thousands of workers have been living a miserable life since indefinite gas suspension to the local cottage industry of pottery and ceramics. 
    ",14/01/2012,other
"The Saleem Shahzad inquiry commission has suggested that steps are needed to make the Press and the intelligence agencies `law-abiding and accountable` at the same time. 
    ",14/01/2012,other
"Minhaj Barna’s life-long leadership of trade unionism in Pakistan’s newspaper industry overshadowed some other aspects of his versatile personality and made him appear a uni-dimensional personality he was 
    ",14/01/2012,other
"ISLAMABAD/KARACHI, Jan 15: Although the government is likely to get a ‘pro-democracy resolution’ tabled by ANP chief Asfandyar Wali Khan in the National Assembly approved by a majority vote, opposition 
    ",15/01/2012,other
"QUETTA, Jan 15: The Pakhtunkhwa Milli Awami Party (PkMAP) has said the government and police have failed to curb lawlessness in the provincial capital and on highways and that cases of robbery and 
    ",15/01/2012,crime
"ISLAMABAD, Jan 15: Shadmeena Khanum, an environmentalist with the Himalayan Wildlife Foundation (HWF), on Wednesday afternoon looked at a leveled field in the Margalla Hills National Park with a broken 
    ",15/01/2012,other
"RAWALPINDI, Jan 15: A nine-year-old Afghan girl carrying 50 bullets and an Afghan man were arrested by security staff deployed at the main procession of Hazrat Imam Hussain’s (AS) Chehlum in Kashmiri Bazaar 
    ",15/01/2012,crime
"ISLAMABAD, Jan 15: A Pakistan born Norwegian national, who was convicted in Norway in one of the biggest financial frauds of that country and who escaped to Pakistan in a dramatic way, was finally sent back to his 
    ",15/01/2012,other
"ISLAMABAD, Jan 15: Even 24 hours after two women were shot dead and another was injured at the Pakistan Institute of Medical Sciences (Pims), police could not nominate the suspects and lodged an FIR (first 
    ",15/01/2012,crime
"PESHAWAR, Jan 15: The Khyber Pakhtunkhwa Health Department has proposed a new law for establishing an autonomous food authority that will ensure availability of safe edible items to consumers in the 
    ",15/01/2012,other
"PESHAWAR, Jan 15: Heavy snowfall paralysed life in parts of Hazara division while torrential rains lashed plain areas of Khyber Pakhtunkhwa on Sunday. 
    ",15/01/2012,other
"PESHAWAR, Jan 15: The well-coordinated attacks by militants on a police post in Peshawar suburbs and District Police Office in Dera Ismail Khan have raised questions about strategy and preparedness of law 
    ",15/01/2012,other
"MARDAN, Jan 15: The local leader of Pakistan Muslim League-Nawaz and former MNA, Haji Yaqoob Khan, was likely to join the ruling Awami National Party soon, sources said. 
    ",15/01/2012,other
"An application for time adjustment filed by Maulvi Anwarul Haq was rejected by Chief Justice Iftikhar Mohammad Chaudhry. 
    ",15/01/2012,other
"ISLAMABAD, Jan 16: The Pakistan People`s Party and its coalition partners staged a powerful show on Monday with well over 250 lawmakers turning up at a lunch hosted by Prime Minister Yousuf Raza Gilani. 
    ",16/01/2012,other
"Admiral (retd) Fasih Bokhari conceded that he had been kept in dark on issues relating to NRO cases and thus misadvised. 
    ",16/01/2012,other
"RAHIM YAR KHAN, Jan 16: The death toll could have been significantly higher if another bomb planted on the route of the Chehlum procession in Khanpur had gone off, sources said. 
    ",16/01/2012,crime
"ISLAMABAD, Jan 16: A 15member Indian delegation has arrived here to participate in the third round of Pakistan-India Parliamentarians`Dialogue. 
    ",16/01/2012,other
"ISLAMABAD, Jan 16: The National Database and Registration Authority (Nadra) has disbursed Rs6. 
    ",16/01/2012,other
"ISLAMABAD, Jan 16: The National Assembly on Monday unanimously passed a bill for the establishment of a university in the federal capital. 
    ",16/01/2012,other
"ISLAMABAD, Jan 16: Humanitarian assistance without conflict sensitivity can cause or aggravate tensions and conflicts and may end up doing more harm than good. 
    ",16/01/2012,other
"ISLAMABAD, Jan 16: The board of governors (BoG) of National Police Academy, Monday decided to formulate a new curriculum for police officers to meet the modern day challenges including the module of interviewing 
    ",16/01/2012,other
"RAWALPINDI, Jan 16: A local court on Monday acquitted three persons of hacking a website of National Response Centre (NRC) of the Federal Investigation Agency (FIA). 
    ",16/01/2012,other
"RAWALPINDI, Jan 16: College teachers in the Rawalpindi division will hold a protest rally and boycott classes in support of their demands on Wednesday. 
    ",16/01/2012,other
"PESHAWAR, Jan 16: Not happy with the health care they have been providing to the public, the provincial government intends to curtail autonomy of its teaching hospitals, Dawn has learned. 
    ",16/01/2012,other
"GILGlT, Jan 16: The affected people of Diamer-Bhasha Dam have demanded early payment of compensation so that they could resettle somewhere else. 
    ",16/01/2012,other
"PESHAWAR, Jan 16: The residents of suburban areas of provincial metropolis have threatened to besiege the building of Khyber Pakhtunkhwa Assembly against prolonged and unscheduled power loadshedding. 
    ",16/01/2012,other
"PESHAWAR, Jan 16: Thick fog on Monday disrupted air and road traffic in Peshawar and other parts of Khyber Pakhtunkhwa, reducing visibility to almost zero and inconveniencing motorists. 
    ",16/01/2012,other
"MINGORA, Jan 16: Six persons, including three children and a woman, were killed and 25 others received injuries when a passenger coach fell into a ravine in Kabal tehsil of Swat district on Monday. 
    ",16/01/2012,crime
"PESHAWAR, Jan 16: The Sarhad Chamber of Commerce and Industry has said that transport companies doing business with Afghanistan are suffering financial losses owing to stoppage of hundreds of trucks at Torkham, 
    ",16/01/2012,other
"ISLAMABAD, Jan 15: Non-availability of funds has served to stop work on Lowari Tunnel. 
    ",16/01/2012,other
"ISLAMABAD, Jan 15: The government has started looking for a suitable person who could be appointed as ambassador and permanent representative to the Geneva-based World Trade Organisation (WTO). 
    ",16/01/2012,other
"NEW DELHI, Jan 15: Former president Gen (retd) Pervez Musharraf does not see the likelihood of a military coup in Islamabad at present and he told an Indian news channel in an interview shown on Sunday that he 
    ",16/01/2012,other
"WASHINGTON, Jan 15: A Pakistani-American businessman, who started the Memogate scandal, has promised Pakistan’s embattled former ambassador to the United States, Mr Husain Haqqani, that he will 
    ",16/01/2012,other
"KARACHI, Jan 15: Research in Motion (RIM), the Canada-based BlackBerry phone service provider, is reported to have refused to release data relating to exchange of messages on the memo issue. 
    ",16/01/2012,other
"All eyes are set on the seats vacated by Shah Mehmood Qureshi and Javed Hashmi in Multan, the home city of PM Gilani. 
    ",17/01/2012,other
"ISLAMABAD, Jan 17: Pakistan Tehrik-i-Insaaf chairman Imran Khan says he is happy to go into opposition if his “tsunami” of popular support fails to bring him a landslide victory at elections now widely expected 
    ",17/01/2012,other
"ISLAMABAD, Jan 17: Human ingenuity is coming to the help of the hapless people of northern Pakistan to overcome the misery brought by the gas shortage in their region. 
    ",17/01/2012,other
"RAWALPINDI, Jan 17: Two motorbike riders were killed while another was injured critically in an accident involving a double-cabin police van at Mareer Chowk in the early hours of Tuesday, police said. 
    ",17/01/2012,other
"ISLAMABAD, Jan 17: The Health Personnel Scale (HPS) recently introduced to improve the financial health of the disgruntled medical professionals of the federal hospitals has backfired, at least in the two big 
    ",17/01/2012,other
"RAWALPINDI, Jan 17: About 50,000 consumers in Rawalpindi do not pay water bills as the distribution agency has not brought them into its consumer data even after the passage of 10 years. 
    ",17/01/2012,other
"ISLAMABAD, Jan 17: Lt Gen (retired) Naeem Khalid Lodhi is one of the earliest fall guys in the memogate fiasco, but he`s not going down without a whimper. The former defence secretary is making last ditch efforts 
    ",17/01/2012,other
"ISLAMABAD, Jan 17: The country was put into reverse gear after the government decided to withdraw the Pakistan energy efficiency and conservation bill 2011. 
    ",17/01/2012,other
"TIMERGARA, Jan 17: Jamaat-i-Islami central leader and former provincial senior minister Sirajul Haq has demanded of the federal government to establish an autonomous body in Malakand to generate and supply 
    ",17/01/2012,other
"PESHAWAR, Jan 17: The Peshawar High Court on Tuesday disposed of a petition against a University of Peshawar (UoP) employee’s ‘illegal’ detention after learning about his shifting to an internment centre in 
    ",17/01/2012,other
"LAKKI MARWAT, Jan 17: Speakers at a seminar have called upon the government to ensure implementation on Prevention of Anti-Women Practices Act so as to protect the rights of women and eradicate anti women 
    ",17/01/2012,other
"PESHAWAR, Jan 17: The Government College here has been closed following a clash between two student groups on Monday, a college source told Dawn on Tuesday. 
    ",17/01/2012,crime
"PESHAWAR, Jan 17: After withdrawal of the US-led Nato forces, Afghan security forces won’t be able to maintain security in the troubled country single-handedly, said Polish ambassador to Pakistan Dr Andrzej 
    ",17/01/2012,other
"ISLAMABAD, Jan 16: The National Highways Authority on Monday awarded the Rs24. 
    ",17/01/2012,other
"ISLAMABAD, Jan 16: The Supreme Court was requested on Monday through a petition to direct Prime Minister Yousuf Raza Gilani to withdraw termination orders of then defence secretary LtGen (retd) Naeem Khalid Lodhi 
    ",17/01/2012,other
"ISLAMABAD, Jan 16: Hours after the judicial commission probing the memo controversy under the Supreme Court`s order asked the American businessman Mansoor Ijaz to appear before it on Jan 24, the 
    ",17/01/2012,other
"An 18month-old boy, who was diagnosed as a first polio victim of the current year, died a few days ago. 
    ",17/01/2012,other
"Pakistan is exploring the option to overcome a severe shortage which has badly affected freight and passenger operations of Railways. 
    ",17/01/2012,other
"ISLAMABAD, Jan 18: The government agreed on Wednesday to book former military ruler Gen (retd) Pervez Musharraf in a treason case after members from both sides of the aisle in the Senate demanded his trial for 
    ",18/01/2012,other
"ISLAMABAD, Jan 18: A scandal over a secret memo to Washington took a strange turn on Wednesday when a music video surfaced featuring the chief accuser acting as commentator for a women’s wrestling bout that 
    ",18/01/2012,other
"The MQM chief said he is against any kind of confrontation between state institutions because he believes in supremacy of the Constitution and law. 
    ",18/01/2012,other
"ISLAMABAD, Jan 18: Parliamentary delegates from India and Pakistan here on Wednesday agreed on playing their role in changing the mindsets of their peoples as well as pressuring their respective governments not 
    ",18/01/2012,other
"ISLAMABAD, Jan 18: Not just the awesome power of the judiciary would be on display when Prime Minister Yousuf Raza Gilani appears in the Supreme Court on Thursday but also that of the security establishment. 
    ",18/01/2012,other
"ISLAMABAD, Jan 18: Areas of Red Zone from Radio Pakistan Chowk to Secretariat Chowk have been declared no go areas from 12 midnight to 7pm on Thursday for the workers of all political parties. 
    ",18/01/2012,other
"RAWALPINDI, Jan 18: Justice Rauf Ahmed Sheikh of Lahore High Court (Rawalpindi) bench on Wednesday disposed of the petitions filed by schoolteachers against the notification of Punjab government in which it 
    ",18/01/2012,other
"LANDI KOTAL, Jan 18: At least three militants were killed when they clashed with volunteers of a peace committee in Bara tehsil of Khyber Agency on Wednesday. 
    ",18/01/2012,crime
"CHARSADDA, Jan 18: Journalists in different districts of Khyber Pakhtunkhwa and tribal areas held protest demonstrations against killing of their colleague Mukarram Khan Atif, who was shot dead by unidentified 
    ",18/01/2012,crime
"PESHAWAR, Jan 18: The Khyber Pakhtunkhwa government and United Nations Development Programme have urged international aid agencies and KP’s bilateral donors to continue financial support for the 
    ",18/01/2012,other
"NOWSHERA, Jan 18: An alleged drug smuggler from Rawalpindi on Wednesday confessed to local police that he had killed afederalsecretary`s mother and sister at Islamabad`s Pakistan Institute of Medical Sciences (Pims) last Saturday. 
    ",18/01/2012,crime
"PESHAWAR, Jan 18: The Peshawar High Court on Wednesday sought comments from the provincial government in a writ petition challenging the creation 
    ",18/01/2012,other
"PESHAWAR, Jan 18: Harassed local officials were in for a pleasant surprise on Wednesday when angry villagers in the suburbs planning a protest march on Peshawar against power shutdowns not only agreed to 
    ",18/01/2012,crime
"ISLAMABAD, Jan 17: The purchasing power of Pakistani consumers will increase with the grant of MFN status to India because they will have access to goods at competitive rates, according to Commerce Minister Makhdoom Amin Fahim. 
    ",18/01/2012,other
"ISLAMABAD, Jan 17: The federal government has released Rs11 billion for development projects in Khyber Pakhtunkhwa during the first six months of the current fiscal year from an allocation of Rs24 billion made 
    ",18/01/2012,other
"PESHAWAR, Jan 17: Studying in Grade-V in Para Mamoond area of Bajaur Agency two years ago, Qari Mulla, 14, knew nothing about the conversion of sunlight into electricity. 
    ",18/01/2012,other
"MIRAMSHAH, Jan 17: Annoyed with the silence of the government and others over the US drone intrusions, gun-totting tribesmen took things in their hands on Tuesday and fired at the drones that appeared over 
    ",18/01/2012,crime
"ISLAMABAD, Jan 17: The Supreme Court put off on Tuesday the hearing of a review petition of former ambassador to US Husain Haqqani whose counsel sought time to study the detailed judgment recently 
    ",18/01/2012,other
"ISLAMABAD, Jan 17: Senators voiced concern on Tuesday over resumption of US drone attacks and called for implementing a decision to shoot down the unmanned aircraft violating the country’s territorial 
    ",18/01/2012,other
"“Pakistan has no right to stop these containers carrying mainly food items and other domestic/commercial goods,” Hazrat Omar Zakhiwal said. 
    ",18/01/2012,other
"The prime minister said a number of economic targets have been achieved during the first six months of the current fiscal year. 
    ",19/01/2012,other
"LAHORE, Jan 19: Former president Gen (retd) Pervez Musharraf may delay his homecoming after his friends in the army and political circles have advised him against doing so because of political instability in 
    ",19/01/2012,other
"LONDON: Pervez Musharraf said on Thursday he would consult members of his party before deciding whether to delay his return from exile later this month. 
    ",19/01/2012,other
"QUETTA, Jan 19: Leaders of different parties said here on Thursday that there would be no political stability in the country without proper recognition of the rights of oppressed nationalities. 
    ",19/01/2012,other
"ISLAMABAD, Jan 19: Actor-politician Shatrughan Sinha kept his date with Zain Zia, daughter of former president Gen Mohammad Ziaul Haq, with whom he had an emotional meeting on Wednesday. 
    ",19/01/2012,other
"QUETTA, Jan 19: The Balochistan government has called upon the NGOs to help provide health facilities in the province. 
    ",19/01/2012,other
"ISLAMABAD, Jan 19: A court in Rawalpindi on Thursday ordered unfreezing of former religious affairs minister Hamid Saeed Kazmi’s foreign currency account. 
    ",19/01/2012,other
"ISLAMABAD: One name that is discussed as often as President Asif Ali Zardari and Prime Minister Yousuf Raza Gilani in the current setup is that of the over-ambitious former law minister Senator Babar Awan. 
    ",19/01/2012,other
"PESHAWAR, Jan 19: Lack of treatment facilities for polio-affected children is increasing disabled population in the country, Khyber Pakhtunkhwa health department officials say. 
    ",19/01/2012,other
"PESHAWAR, Jan 19: Peshawar High Court Chief Justice Dost Mohammad Khan said on Thursday that the cases of missing persons was a major issue of fundamental rights and because of their efforts around 700 
    ",19/01/2012,other
"PESHAWAR, Jan 19: Dissatisfied with the Civil Aviation Authority investigation into the July 28, 2010 crash of Airblue plane in Islamabad`s Margalla hills, the Peshawar High Court on Thursday directed the federal 
    ",19/01/2012,other
"PESHAWAR, Jan 19: A high-tech provincial tuberculosis reference laboratory was formally inaugurated at the Hayatabad Medical Complex (HMC) on Thursday. 
    ",19/01/2012,other
"KHAR Jan 19: Jamiat Ulema-i-Islam (JUI-F) has condemned the militants’ activities in the tribal areas and said that some elements wanted to create lawlessness and terrorise the local people. 
    ",19/01/2012,crime
"KARAK, Jan 19: The district and sessions judge Karak on Thursday awarded death sentence to a man involved in the killing of six women. The court acquitted the brother of the convict in the same case. 
    ",19/01/2012,crime
"ISLAMABAD, Jan 18: The government tabled the 20th Constitution Amendment Bill in the National Assembly on Wednesday to save lawmakers elected in controversial by-elections from possible 
    ",19/01/2012,other
"ISLAMABAD, Jan 18: The National Highway Authority has so far spent Rs4 billion from the Rs8 billion allocated under the Public Sector Development Programme 2011 for projects in Balochistan. 
    ",19/01/2012,other
"ISLAMABAD, Jan 18: The Asian Development Bank and the government signed on Wednesday two loan agreements worth $513 million for improving irrigation and power transmission systems. 
    ",19/01/2012,other
"ISLAMABAD, Jan 18: The government has agreed to consider a demand made by owners of CNG stations for the diversion of gas from smaller and ‘uneconomic’ reserves to the transport sector to ease difficulties being faced 
    ",19/01/2012,other
"ISLAMABAD, Jan 18: The Supreme Court ordered the law ministry and the Election Commission of Pakistan on Wednesday to come up with an answer within two weeks to a petition seeking legislation to ensure true 
    ",19/01/2012,other
"A music video has surfaced featuring Ijaz as commentator for a women’s wrestling bout that ended with a 30-second clip featuring full nudity. 
    ",19/01/2012,crime
"QUETTA, Jan 20: The Balochistan Union of Journalists (BUJ) and Hazara Democratic Party (HDP) held demonstrations on Friday in protest against the killing of journalist Mukarram Khan Atif and kidnapping of 
    ",20/01/2012,crime
"ISLAMABAD, Jan 20: The Standing Committee of the National Assembly on Law and Parliamentary Affairs said on Friday that each member of the Election Commission should get tenure of five years, equal to the 
    ",20/01/2012,other
"ISLAMABAD, Jan 20: The South Korean government announced on Friday the grant of a soft loan of $78 million from its Economic Development Cooperation Fund to support the construction of Malakand tunnel 
    ",20/01/2012,other
"QUETTA, Jan 20: The main gas pipeline was blown up on Friday in Dera Bugti district, suspending supply to a purification plant from two wells of Pir Koh gas field. 
    ",20/01/2012,other
"KARACHI, Jan 20: President Asif Ali Zardari arrived here on Friday evening after holding hectic sessions with PPP leaders and coalition partners in Islamabad for mustering support for the democratic set-up which 
    ",20/01/2012,other
"The PML-Q, the third largest party in the National Assembly, has demanded nine seats from the PPP in the Senate elections scheduled for March 2. 
    ",20/01/2012,other
"ISLAMABAD, Jan 20: Calling upon the three state pillars not to exceed their respective limits, the speakers at a seminar have said that uninterrupted democratic process is prerequisite to bring the country out of 
    ",20/01/2012,other
"ISLAMABAD, Jan 20: The controversy over presence of Norwegian intelligence operatives in Pakistan resonated in Senate on Friday, with Chairman Parliamentary Committee on National Security (PCNS) Mian 
    ",20/01/2012,other
"ISLAMABAD, Jan 20: Lower castes of the Hindu community in the country feel hurt by our leaders’ claims about democratic rights as they are excluded even from whatever representation the minority has in 
    ",20/01/2012,other
"ISLAMABAD, Jan 20: National Language Authority (NLA) bill would be presented in the National Assembly to further strengthen the organisation and its contractual employees would be regularised. 
    ",20/01/2012,other
"RAWALPINDI, Jan 20: The court of special judge Rawalpindi summoned the doctor of PML-N MNA Anjum Aqeel Khan on Jan 24 as his counsel sought his post-arrest bail on medical grounds in Rs6 billion land scam 
    ",20/01/2012,crime
"MUZAFFARABAD, Jan 20: The AJK High Court here on Friday admitted for regular hearing a petition filed by five girl students, challenging the govt’s decision to give admissions in the region’s two nascent medical 
    ",20/01/2012,crime
"ISLAMABAD, Jan 20: Two women were arrested from the limits of Bhara Kahu police station as they were trying to sell fake gold. Whereas, two fraudsters who were involved 
    ",20/01/2012,crime
"RAWALPINDI, Jan 20: An auto-mechanic was killed by two friends in Saddar Brooni police area on Friday, police said. 
    ",20/01/2012,crime
"PESHAWAR, Jan 20: The government is establishing two de-radicalisation centres to ensure psychological and economic rehabilitation of those people of the Federally Administered Tribal Areas (Fata) who 
    ",20/01/2012,other
"KOHAT, Jan 20: The government has nominated focal persons in three districts of Kohat division for ensuring quick response to acts of terrorism and decided to devise a strategy for the repatriation of illegal 
    ",20/01/2012,other
"LANDI KOTAL/PESHAWAR, Jan 20: Four militants and two security men were killed in different incidents in Khyber Agency while an elder of Mohmand tribal region was shot dead in Peshawar on Friday. 
    ",20/01/2012,crime
"SWABI, Jan 20: The journalists’ community of the district held separate meetings on Friday to condemn the killing of tribal journalist Mukarram Khan Atif. 
    ",20/01/2012,crime
"PESHAWAR Jan 20: Chief Minister Ameer Haidar Khan Hoti has said that every effort will be undertaken for transforming Swat into a model district. 
    ",20/01/2012,other
"PESHAWAR, Jan 20: An alleged gang rape victim engaged in a legal battle for justice against around a dozen people, including policemen, gave birth to a baby girl at Hayatabad Medical Complex (HMC) late on 
    ",20/01/2012,crime
"PESHAWAR, Jan 20: Pesco and Tesco officers associations will launch a protest campaign from Monday against appointment of what is termed outsiders as heads of different power companies in the country. 
    ",20/01/2012,other
"TIMERGARA, Jan 20: A man was killed while his three nephews were injured when their rivals attacked them with daggers and sticks at Talash on Friday, residents and police told Dawn. 
    ",20/01/2012,crime
"PESHAWAR, Jan 20: A group of Hangu elders have demanded of the government to take action against the fake Haj operators, who deprived them of Rs7,350,000. 
    ",20/01/2012,other
"ISLAMABAD, Jan 19: As bills are drafted and taken up in the assembly to grant legal rights to minorities, disagreements are emerging within the minority communities as they negotiate the line between their 
    ",20/01/2012,other
"ISLAMABAD, Jan 19: The National Accountability Bureau has renewed its efforts to seek a role in scrutiny of statements of assets and liabilities filed by legislators with the Election Commission and the information, 
    ",20/01/2012,other
"ISLAMABAD, Jan 19: Prime Minister Yousuf Raza Gilani received plaudits for his appearance before the Supreme Court on Thursday at a dinner hosted by President Asif Ali Zardari for parliamentarians of the 
    ",20/01/2012,other
"The ANP asked the Senate chairman to summon Malik to question the logic of sealing Islamabad when the PM was to appear in the Supreme Court. 
    ",20/01/2012,other
"KARACHI, Jan 21: The Karachi Electric Supply Company (KESC) threatened on Saturday to go ahead with further retrenchment if the workers declared redundant did not accept its ‘voluntary separation scheme 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: The interior ministry is likely to reopen the Federal Investigation Agency’s link offices in 11 countries to help curb human smuggling and deal with immigration issues. 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: The Awami National Party cadres appear to be in shock over the announcement by its former provincial chief Begum Nasim Wali Khan that she will enter politics again and apply for a ticket for a 
    ",21/01/2012,other
"RAWALPINDI, Jan 21: Religious/jehadi groups are all set to show their strength by holding what they say a ‘defence of Pakistan conference’ at the historic Liaquat Bagh here on Sunday. 
    ",21/01/2012,other
"RAWALPINDI, Jan 21: Police here on Saturday launched a hunt for six students of a school, three of them girls, who went missing on Thursday. 
    ",21/01/2012,crime
"ISLAMABAD, Jan 21: An anti-terrorism court (ATC) of Rawalpindi rejected an application of Federal Investigation Agency (FIA) seeking day-today hearing in the murder case of former prime minister Benazir Bhutto. 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: Security forces detained two persons after spotting them wondering around the army aviation helipad at Shakarparian on Saturday night. 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: A Canadian International Development Agency (CIDA)-funded HIV/Aids Surveillance Project (HASP) has found an alarming surge in the prevalence level of HIV/Aids among injecting drug users (IDUs) in 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: Qayaas, an Islamabad based rock band, has rocked the music scene by winning multiple categories in South Asia`s first-ever music awards. 
    ",21/01/2012,other
"ISLAMABAD, Jan 21: The grandmother of Dawn`s senior correspondent Amir Waseem died in Karachi on Thursday. 
    ",21/01/2012,other
"KOHAT, Jan 21: Strict security measures and fear of any unpleasant incident have turned the Kohat city into a ghost town a day before Chehlum of Hazrat Imam Hussain, being observed on Sunday. 
    ",21/01/2012,other
"PESHAWAR, Jan 21: The Khyber Pakhtunkhwa government has planned to seek the international donors` support for the health department`s restructuring meant to improve health delivery in the province. 
    ",21/01/2012,other
"PESHAWAR, Jan 21: The Peshawar High Court on Saturday ordered judicial inquiry into the unauthorised taking away of an alleged gang rape victim`s newborn baby by the Provincial Commission on the Status of 
    ",21/01/2012,crime
"NOWSHERA, Jan 21: Around 390 families from Khyber Agency took refuge in Jalozai`s internally displaced persons` camp on Saturday as an intensified crackdown on militants has triggered displacements from 
    ",21/01/2012,other
"CHARSADDA, Jan 21: Awami National Party leader Begum Nasim Wali Khan has submitted an application to the party for a ticket for the coming Senate election. 
    ",21/01/2012,other
"CHARSADDA, Jan 21: The residents of Shakoor union council here on Saturday locked three government schools to protest the continuous absence of teachers from duty. 
    ",21/01/2012,other
"GHALANAI, Jan 21: Four security men received injuries when their vehicle was targeted with a remote controlled bomb near Mian Mandi Bazaar in Haleemzai tehsil of Mohmand Agency on Saturday. 
    ",21/01/2012,crime
"MIANWALI, Jan 21: On the call of the Mianwali chapter of the Pakistan Medical Association, doctors continued their strike for the second day on Saturday against what they said insulting behaviour of the district 
    ",21/01/2012,other
