Headlines,Summary,Time
Islamabad police off to Kabul to arrest former advocate general’s killer,"ISLAMABAD, March 13: On Thursday, a three-man team from the capital police will leave for Afghanistan, hoping to arrest the man accused of killing a former Advocate General of the Peshawar High Court. 
    ",13/03/2013
FC man killed in Charsadda attack,"CHARSADDA/KHAR, March 19: Unidentified persons killed a soldier of Frontier Constabulary and injured two policemen ... 
    ",20/03/2013
US drones kill four near Miramshah,"MIRAMSHAH, March 21: US drones fired two missiles at a vehicle in the country’s northwestern tribal belt on Thursday, killing four militants, security officials said 
    ",22/03/2013
Blast kills two girls in Sakhakot,"BATKHELA/GHALANAI, March 21: Two young girls were killed when an explosive device, they were playing with, went off in a house in Sakhakot area of Malakand on Thursday 
    ",22/03/2013
Three militants killed in attack on checkpost,"Three militants were killed and a security official was injured as Afghanistan-based militants attacked a checkpoint along the border in Nawagai tehsil of Bajaur tribal region. 
    ",27/03/2013
Man killed in grenade attack,"MINGORA, March 26: A man was killed in a hand grenade attack in Matta area of Swat district on Tuesday. 
    ",27/03/2013
Accomplice of wanted man held,"A close associate of a suspect wanted in dozens of targeted killing and extortion cases was arrested by the counter-terrorism wing of the CID during a raid. 
    ",01/04/2013
Two FC men injured in blast,"QUETTA, March 31: Two Frontier Corps personnel were injured on Sunday when a remote-controlled bomb planted in Sariab area went off, police said. 
    ",01/04/2013
Policeman injured in Kohat attack,"KOHAT, March 31: A policeman was injured when unidentified armed persons attacked a party of law enforcers in Jungle Khel area here on Sunday. 
    ",01/04/2013
Car attacked for violating curfew in N. Waziristan,"MIRAMSHAH, March 31: Four people were injured when a car was attacked in Spinwam tehsil of the North Waziristan tribal region for violating curfew on Sunday. 
    ",01/04/2013
Two killed for honour,"ABBOTTABAD, April 3: A man killed his daughter and her alleged paramour in Lora village of Havelian on Wednesday. 
    ",04/04/2013
Mortar shells hit Peshawar; 22 hurt,"PESHAWAR, April 9: Suspected militants on Tuesday fired seven mortar shells from the tribal area on Hayatabad area of Peshawar, injuring 22 people and damaging several houses and vehicles. 
    ",10/04/2013
9 militants killed in Orakzai gunbattle,"KALAYA, April 10: Nine militants were killed and two security personnel injured in a gunbattle in Orakzai tribal region on Wednesday. 
    ",11/04/2013
Court dissatisfied with murder probe,"PESHAWAR, April 10: A bench of the Peshawar High Court on Wednesday expressed dissatisfaction over the investigation in killing of a woman under mysterious circumstances at one of the leading hospitals of the provincial capital and directed the police and 
    ",11/04/2013
Houses of two outlaws razed in Diamer,"GILGIT, April 10: Police demolished houses of two high profile proclaimed offenders who were wanted in the murder of DSP Attaullah, officials said on Tuesday. 
    ",11/04/2013
Border police personnel sent on forced retirement,"CHITRAL, April 18: As many as 102 personnel of Chitral district border police have been sent on forced retirement. These officials include one subedar major, four subedars, 15 naib subedars and sepoys. 
    ",19/04/2013
Militants targeted in Darra air strikes,"KOHAT, April 18: Several militants were killed when helicopter gunships pounded different areas of Darra Adamkhel near the border of Khyber Agency on Thursday, sources said. 
    ",19/04/2013
Mortar shell kills three of a family in Buner,"BUNER/PESHAWAR, April 19: A woman and two children were killed on Friday when an unexploded mortar shell went off in... 
    ",20/04/2013
AI urges govt to investigate election violence,"Amnesty said at least 37 people had been killed and 183 injured in attacks on election officials and supporters.  
    ",26/04/2013
Policeman killed in Abbottabad,"ABBOTTABAD, April 25: Police constable Zafar Shah was killed allegedly by a member of drug mafia on the busiest ... 
    ",26/04/2013
‘Kidnapper’ killed,"CHARSADDA, May 2: An alleged kidnapper was killed and another injured in a police encounter in Rajar area here on... 
    ",03/05/2013
‘Attacker’ killed in Jinnah Hospital ward,"LAHORE, May 10: Two people were killed and a police constable suffered injuries in two shootings in Nawab Town and... 
    ",11/05/2013
Man shot dead,"NAUSHAHRO FEROZE, May 10: A man was killed and his son injured in an armed attack on their clinic-cum-medical store located in the Bhiria Road bazaar on Friday 
    ",11/05/2013
Mob attacks police after man’s death in custody,"FAISALABAD, May 18: A large number of people attacked a police team and injured a constable for allegedly torturing ... 
    ",19/05/2013
"Minor girl recovered, two kidnappers held","GUJRANWALA, May 18: Wahando police claimed on Saturday to have recovered a minor girl from the forest of Sindh and... 
    ",19/05/2013
Prayer leader killed  ,"PESHAWAR, May 18: A prayer leader was shot dead by unidentified gunmen at Ring Road near Patang Chowk on Saturday A... 
    ",19/05/2013
Seven killed in Balochistan violence,"QUETTA, May 24: Five people were killed in incidents of firing and grenade attack and two bullet-riddled bodies were... 
    ",25/05/2013
‘Terrorist plan foiled’: Six arrested making IED in Peshawar,"PESHAWAR, May 24: Police on Friday arrested six terrorists, including a woman, and seized improvised explosives... 
    ",25/05/2013
"Inspector shot, wounded","KARACHI, May 26: A police inspector was shot and injured by suspected robbers on main Sharea Faisal on Sunday ... 
    ",27/05/2013
16 outlaws arrested,"ISLAMABAD, May 26: The capital police arrested 16 outlaws from different parts of the city, a spokesman said on... 
    ",27/05/2013
A number of rape cases involves close relatives ,"ISLAMABAD: The brutal murder of a man in Bhara Kahu last week had shocked residents, and the police arrested the... 
    ",27/05/2013
"Heavy rain lashes KP, Fata; 4 killed","LANDI KOTAL/PESHAWAR, May 26: Two women and as many children were killed and several others injured when heavy rain... 
    ",27/05/2013
2 militants killed,"QUETTA, June 2: Two militants were killed and another two captured during an operation carried out by security ... 
    ",03/06/2013
Windstorm kills nine in KP,"PESHAWAR, June 2: Nine persons, most of them children, were killed and scores of others received injuries when... 
    ",03/06/2013
Peace volunteer shot dead in Tank,"TANK/MIRAMSHAH, June 2: Unidentified persons killed a commander of a peace committee and injured another volunteer... 
    ",03/06/2013
Two FC men killed,"QUETTA, June 3: Two security personnel were killed and two others injured in a bomb attack on a vehicle of Frontier... 
    ",04/06/2013
"Kidnappers arrested, boy recovered","PESHAWAR, June 3: Police recovered a kidnapped boy and arrested three alleged abductors including two women during a... 
    ",04/06/2013
Kidnapped boy freed after raid in Ghausabad,"QUETTA, June 7: Police have recovered a kidnapped boy and arrested his alleged kidnappers, including the mastermind... 
    ",08/06/2013
Two militants killed in Kurram clashes,"PARACHINAR, June 7: Two militants were killed and five injured, while four security personnel suffered injuries... 
    ",08/06/2013
Tutor among boy’s captors held in Peshawar,"PESHAWAR, June 7: Local police on Friday arrested a boy’s three kidnappers, including his tutor, and recovered... 
    ",08/06/2013
Murder of FIA prosecutor Police land big catch,"ISLAMABAD, June 13: After five weeks of intense investigations, the capital police on Thursday traced and arrested... 
    ",14/06/2013
Windstorm kills two girls in Charsadda,"CHARSADDA, June 13: Two girls were killed and more than 24 people sustained injuries in different areas as windstorm... 
    ",14/06/2013
Police kill three ‘killers’ of SI  ,"LAHORE, June 13: Police shot at and killed three alleged gunmen a few minutes after they allegedly opened fire at... 
    ",14/06/2013
Kidnappers free man whose daughter died in blast,"QUETTA, June 17: Kidnappers freed on Monday night Meharullah Magsi, the father of a girl killed in a suicide attack... 
    ",18/06/2013
‘Militant’ killed in encounter,"SWABI/GHALANAI, June 17: A suspected militant was killed in an encounter with police in Swabi on Monday while two of... 
    ",18/06/2013
Grenade attack on police station injures four,"PESHAWAR, June 19: At least four people including two law-enforcers were injured when unidentified persons attacked... 
    ",20/06/2013
Three killed,"QUETTA, June 23: Three people, among them a Levies Force man, were killed in separate attacks in Quetta and Kharan ... 
    ",24/06/2013
Soldier killed in Waziristan blast,"MIRAMSHAH/PARACHINAR, June 23: A soldier was killed and two others received injuries when a convoy of security ... 
    ",24/06/2013
Woman ‘tortured to death by in-laws’ ,"LAHORE, June 23: A young woman and a man were murdered in different parts of the city on Sunday.

Hadiara police ... 
    ",24/06/2013
Three killed,"Three people, among them a Levies Force man, were killed in separate attacks in Quetta and Kharan on Sunday.  
    ",24/06/2013
Three killed in firing on bus,"QUETTA, June 30: Three people were killed when armed men opened fire on a passenger bus in the Wadh area of Khuzdar... 
    ",01/07/2013
Gunman held after encounter,"LAHORE, July 1: A gunman was arrested after a police encounter while outlaws plundered cash and valuables worth ... 
    ",02/07/2013
Five militants held in Lakki operation ,"Police claimed here on Sunday to have arrested five militants during a search operation in the district. 
    ",08/07/2013
"Police post attacked, bombs defused in Swabi","SWABI, July 9: A police post was attacked with hand grenades by suspected militants in Bamkhel area late on Monday... 
    ",10/07/2013
"Seven killed, 17 injured in Chakwal road accident","CHAKWAL, July 12: Seven passengers were killed and 17 others injured after a bus met with an accident on the... 
    ",13/07/2013
Lakki police claim killing kidnappers’ gang leader,"LAKKI MARWAT, July 12: Police claimed on Friday to have killed a leader of notorious kidnappers’ gang in an... 
    ",13/07/2013
Ex-IB official shot dead,"PESHAWAR, July 12: Unidentified gunmen on Friday shot dead a former Intelligence Bureau official at Dhaki Nalbandi ... 
    ",13/07/2013
Cracker attack on shop in Karachi,"Unidentified people threw a cracker on a shop in Karimabad on Monday night, triggering panic among people.  
    ",16/07/2013
27 policemen punished for poor performance,"ATTOCK, July 15: The District Police Officer (DPO) Abdul Kadir Qamar took action against 27 police officials for... 
    ",16/07/2013
Water dispute claims life,"CHITRAL, July 15: A man was killed and his three cousins were critically injured when their rivals opened fire on... 
    ",16/07/2013
Main artery blocked after clash,"Violence broke out on Sharea Faisal following clashes between two groups that resulted in injuries to a man.  
    ",19/07/2013
"Soldiers, peace volunteers killed in Bajaur","KHAR, July 18: Two security men and three volunteers of an anti-Taliban peace committee were killed in two separate... 
    ",19/07/2013
Five killed in Swat road mishap,"MINGORA, July 18: Five people were killed and two others injured in a road mishap at Beshram, a few kilometres from... 
    ",19/07/2013
"Peace volunteer, driver killed in Bajaur","KHAR, July 22: Unidentified gunmen shot dead a member of a local peace committee along with his driver in Kohi area... 
    ",23/07/2013
Taji Khokhar arrested ,"RAWALPINDI, July 26: Police finally arrested Taji Khokhar in the murder case of a woman on Friday night. 

However,... 
    ",27/07/2013
Five of a family killed on road near Kohat,"KOHAT, July 26: Five members of a family were killed and ten were injured when a van collided head-on with a truck ... 
    ",27/07/2013
6 militants killed  in clash,"QUETTA, Aug 16: At least six militants were killed during an operation carried out by security forces in mountainous... 
    ",17/08/2013
Three gunned down in Miramshah,"MIRAMSHAH, Aug 17: Three people were killed and two injured when five armed men opened indiscriminate fire in a... 
    ",18/08/2013
Two more militants killed in Bolan,"QUETTA, Aug 17: Two more militants were killed in a gunbattle between security forces during search operation in the... 
    ",18/08/2013
Flood victims held for injuring rescuers,"GUJRANWALA, Aug 17: Wahando police arrested some half a dozen flood victims for roughing up and injuring four... 
    ",18/08/2013
BNM’s plea to UN  ,"The BNM has condemned the murder of Ramzan Baloch and Ghafoor Baloch and dumping of their mutilated bodies in Karachi.  
    ",22/08/2013
Three killed in Balochistan firing incidents,"QUETTA, Aug 24: Three people, including a sub-inspector of police, were killed in armed attacks in Tump and Turbat... 
    ",25/08/2013
Grenades hurled at Mengal’s house,"Police sources said armed men hurled two hand grenades at the house of Mengal which exploded in his courtyard.  
    ",01/09/2013
"Cop killed, another hurt in shooting by outlaws","LAHORE, Aug 31: A Crimes Investigation Agency police constable was killed while a head-constable suffered injuries... 
    ",01/09/2013
Firing on clinic leaves two dead ,"MIANWALI, Aug 31: A patient and a nurse were shot dead in an indiscriminate fire at a private clinic on Ballokhel... 
    ",01/09/2013
Pakistani militants accused of attacking mosque in Kabul,"KABUL, Sept 5: Afghanistan’s intelligence agency alleged on Thursday that its men shot dead two members of a... 
    ",06/09/2013
"Policemen deprived of arms, ammunition","QUETTA, Sept 12: Armed men attacked a police van and snatched arms and ammunition from policemen in Hub tehsil of... 
    ",13/09/2013
3 alleged kidnappers arrested in Quetta,"QUETTA, Sept 21: Police on Saturday claimed to have arrested three members of a gang allegedly involved in ... 
    ",22/09/2013
22 injured in Sibi blast,"QUETTA, Sept 22: At least 22 people, including a journalist, were injured in a bomb blast in Sibi on Sunday. Police... 
    ",23/09/2013
Two girls killed on road,"CHARSADDA, Sept 25: Two girls on Wednesday were killed when a car hit them in Shabqadar tehsil here.

Local ... 
    ",26/09/2013
"Security man, two kidnap suspects killed","QUETTA, Oct 5: A security man and two alleged kidnappers were killed and four suspects were captured after an... 
    ",06/10/2013
"Four held, weapons seized in Quetta raids","QUETTA, Oct 6: Four suspects were taken into custody by joint teams of police and the Frontier Corps during raids... 
    ",07/10/2013
142 Afghans arrested,"ISLAMABAD, Nov 4: The capital police on Monday arrested 142 Afghans on charges of staying in the city illegally and... 
    ",05/11/2013
Nato truck attacked,"LANDI KOTAL, Nov 7: Cleaner of a Nato container was injured when the vehicle was fired at by unidentified gunmen in... 
    ",08/11/2013
Militants who killed mountaineers were trained in Miramshah,"ISLAMABAD: The gunmen who killed 10 foreign mountaineers and a local helper in Diamer (Gilgit-Baltistan) in June... 
    ",20/11/2013
7 die as coach overturns near Kalat,"QUETTA, Dec 12: At least seven people were killed and 15 others, a woman and some children among them, injured when ... 
    ",13/12/2013
Man killed in Iran border firing,"QUETTA: A Pakistani man was killed and two others injured in two incidents of firing by Iranian forces in the border... 
    ",26/12/2013
"Man, girl die in separate accidents","QUETTA: A man and a minor girl died in two separate accidents while a woman was shot and injured on Monday. 

Police... 
    ",31/12/2013
"Two kidnappers, hostage  killed in raid on ‘hideout’","QUETTA: Two alleged kidnappers and an abducted man were killed and three security personnel injured in a gunbattle... 
    ",16/01/2014
"Three kidnappers, hostage killed","QUETTA: Three alleged kidnappers and a hostage were killed and two policemen injured in a gunfight between the law... 
    ",22/01/2014
Young man killed in ‘sectarian attack’,"KARACHI: A young man was shot dead while another critically wounded in a ‘sectarian attack’ here on Monday ... 
    ",04/02/2014
"Riyadh beheads Pakistani, Saudi national","RIYADH: Saudi authorities on Wednesday beheaded a Pakistani for smuggling drugs and a national for killing a... 
    ",06/02/2014
Bullet-riddled body found in Mand,"GWADAR: The bullet-riddled body of an unidentified man was found on Saturday in Mand, a town in Kech district... 
    ",09/02/2014
Pakistani held in S. Africa for firing at rioters,"CULLINAN (South Africa): Police said on Wednesday they had arrested a Pakistani man accused of opening fire on a... 
    ",20/02/2014
Seven killed in firing,"MIRAMSHAH: Seven people were killed and three others wounded in an attack on a vehicle in Quttabkhel area, 5km from... 
    ",20/02/2014
‘Militant hideouts’ pounded,"Several suspected militants were feared dead when helicopter gunships attacked their hideouts in FR Sherani and DI Khan. 
    ",28/02/2014
Five killed in Balochistan ,"QUETTA: Five people were killed and a truck driver was kidnapped in different incidents in parts of Balochistan on... 
    ",01/03/2014
"Six held with grenades, explosives","ISLAMABAD: Police claimed to have arrested six suspects and seized a number of hand-grenades, explosives and weapons... 
    ",01/03/2014
10 ‘militants’ killed in gunfight with  FC troops,"QUETTA: Ten suspected militants were killed in a gunbattle with security forces in Sui area of Dera Bugti district ... 
    ",02/03/2014
3 militants die in North Waziristan attack,"MIRAMSHAH: Three militants were killed after a rocket hit their vehicle in the Sirai Darpakhel area of North... 
    ",13/03/2014
Three shot dead in Karachi,"KARACHI: A police constable and the brother of an Imambargah trustee were shot dead here on Saturday night, ... 
    ",23/03/2014
Five ‘militants’ killed in shootout,"GWADAR: Five militants were killed and three others injured in an ‘encounter’ with security forces on the... 
    ",23/03/2014
TTP accuses govt of stepping up attacks in tribal areas,"TTP has accused the govt of increasing attacks on militant hideouts and raids on houses of its members in tribal areas. 
    ",23/03/2014
N. Waziristan attack leaves two dead,"Two people were killed and two others injured in an attack in Lowara Mandi area in Dattakhel tehsil.  
    ",23/03/2014
"Girl caught in crossfire, killed","KARACHI: A girl was killed during a clash between two gangs in Chanesar Goth on Friday, Mehmoodabad police said.The... 
    ",05/04/2014
ASI killed in Quetta,"QUETTA: A police official was gunned down here on Saturday, police said.Gunmen on a motorcycle opened fire at... 
    ",20/04/2014
Tribesmen in NWA fire at low flying US drones,"MIRAMSHAH: Tribesmen tried to down US drones which flew over different parts of North Waziristan on Tuesday by ... 
    ",23/04/2014
SHO arrested for not declaring full quantity of seized hashish,"GWADAR: The Station House Officer (SHO) of Gwadar police station was arrested along with a head constable, gunman ... 
    ",23/04/2014
Seven injured in Chaman blast,"QUETTA: Seven people, including a security man, were injured in a bomb blast in the border town of Chaman on... 
    ",23/04/2014
Gunmen kill petrol pump’s owner,"KHUZDAR: The owner of a petrol pump was shot dead in Khuzdar town on Sunday, police said.Mohammad Yousuf Bajoi was... 
    ",28/04/2014
Kidnapped teacher freed,"DERA MURAD JAMALI: Police got an abducted teacher freed after an exchange of fire with kidnappers in Goth Mir Hasan... 
    ",28/04/2014
Two sisters burnt to death,"DERA MURAD JAMALI: Two girls burnt to death and their mother and brother suffered serious burn injuries on Saturday... 
    ",28/04/2014
Man shot dead in Quetta,"QUETTA: A man was gunned down in Satellite Town on Sunday.According to police, Mohammad Musa was attacked when he ... 
    ",28/04/2014
Five members of a family killed in UK fire,"LONDON: Five people spanning three generations of an ethnic Pakistani family, including a nine-week-old baby girl ... 
    ",29/04/2014
Two FC men killed near Iran border,"QUETTA: Two personnel of the Frontier Corps were killed and another was injured in an attack on their post in ... 
    ",29/04/2014
Blast kills man in Karachi,"KARACHI: A young man was killed on Monday night when an explosive device planted outside the house of a transporter... 
    ",29/04/2014
"Two murdered, man dies in accident","QUETTA: A man was shot dead by men on a motorcycle and a woman was killed by her husband in separate incidents here... 
    ",05/05/2014
Two killed in accidents,"KARACHI: A woman and a man were killed in two road accidents here on Sunday.       According to police and rescue... 
    ",05/05/2014
Lyari gangster Baba Ladla killed in Iran,"Noor Muhammad alias Baba Ladla, a wanted gangster of Karachi’s Lyari area, was killed by Iranian border guards. 
    ",14/05/2014
Two brothers killed in attack,"KARACHI: Two brothers, both workers of the Sunni Tehreek, were shot dead in a suspected targeted attack in Orangi... 
    ",20/05/2014
Kidnapped man recovered,"DERA MURAD JAMALI: Nasirabad police recovered a kidnapped man from Hamidpur on Monday. Mohammad Saleem was kidnapped... 
    ",20/05/2014
Man dies in landmine blast,"DERA MURAD JAMALI: Two persons died and three others injured in a landmine blast and armed clash in Sui and Gandawah... 
    ",21/05/2014
TTP leader killed in N. Waziristan,"MIRAMSHAH: A Taliban leader stated to be affiliated with the Sheryar group was reportedly killed in a clash between... 
    ",06/06/2014
Suspect killed in Lyari ‘encounter’,"KARACHI: A suspect was shot dead in an alleged encounter jointly carried out by police and Rangers in Lyari’s ... 
    ",17/06/2014
Passerby shot dead in Khuzdar,"KHUZDAR: A middle-aged man was gunned down in Khuzdar town on Monday, police said.The man, identified as Mir ... 
    ",17/06/2014
Magsi tribesman killed,"DERA MUAD JAMALI: A Magsi tribesman was shot dead in Goth Taj Mohammad in Nasirabad division, police said.Hussain ... 
    ",17/06/2014
Man shot dead in Jhal Magsi,"DERA MURAD JAMALI: A man was killed and two people were injured when unidentified people opened fire on them in Jhal... 
    ",02/07/2014
PML-N leader shot dead,"KHUZDAR: A local PML-N leader was killed in an armed attack on his house in Kalat town on Saturday, police... 
    ",06/07/2014
Tehsildar killed,"QUETTA: An official of the district management was killed in firing by bandits in Lehri teshil of Sibi district on... 
    ",06/07/2014
Man shot dead in Quetta,"QUETTA: A man was shot dead on the Khushhal Khan road in the Satellite Town area here on Saturday.Police said... 
    ",13/07/2014
Police officer shot dead in Karachi,"KARACHI: A police officer was shot dead in Orangi Town on Saturday.Officials said armed men on a motorbike targeted... 
    ",13/07/2014
Man shot dead,"DERA MURAD JAMALI: Old enmity took the life of a man in Goth Din Mohammad on Tuesday.Police said that armed men... 
    ",23/07/2014
Teacher kills wife,"GWADAR: A school teacher stabbed his wife to death in suburb of Pasni in Gwadar district on Tuesday.Later, police... 
    ",23/07/2014
Woman injured in grenade attack,"GWADAR: A woman was injured in a hand-grenade attack in Panjgur town late on Sunday night.Unidentified men hurled a... 
    ",30/07/2014
Seven injured as blast hits Zikri pilgrims’ bus,"KHUZDAR: Seven people were injured when a bus carrying members of the Zikri community was hit by a bomb blast in... 
    ",30/07/2014
11 troops injured in accident,"KHUZDAR: At least 11 army personnel were injured when their vehicle overturned in Cantonment area, police said. The... 
    ",09/08/2014
"Three held, arms seized in raids","QUETTA: Three suspected militants were detained and a huge cache of arms and ammunition was seized during raids... 
    ",21/08/2014
Two charged in Malaysia with stealing from accounts of missing flight victims,"Police looking for Pakistani suspect. 
    ",21/08/2014
Six militants killed in encounter,"PESHAWAR: Six suspected militants were killed in an encounter with security forces in the Datakhel area of North... 
    ",10/09/2014
Pakistani beheaded for drug smuggling,"RIYADH: A Pakistani man convicted of drug trafficking was beheaded in Saudi Arabia on Tuesday.Kamran Ghulam Abbas ... 
    ",10/09/2014
"Rains, floods claim 231 lives, says NDMA","According to figures by NDMA, 401 people have been injured — 287 in Punjab, 109 in AJK and five in Gilgit-Baltistan. 
    ",10/09/2014
Criminal gang busted,"GWADAR: Police busted in Turbat on Thursday a gang involved in theft, robberies and motorcycle snatching and seized... 
    ",12/09/2014
Three children injured in grenade attack,"QUETTA: Three children were injured in a grenade attack on a house in Kasi road area here on Friday, police said.A... 
    ",04/10/2014
15 killed in air strikes,"LANDI KOTAL: Fifteen suspected militants were killed and three hideouts destroyed in air strikes carried out by... 
    ",04/10/2014
"Kidnapped boy freed, two arrested","QUETTA: Police busted a gang of criminals involved in incidents of kidnapping for ransom in the city and freed an... 
    ",04/10/2014
Woman hit by train  dies in hospital,"DERA MURAD JAMALI: A woman was killed and a boy injured when they were hit by trains in Nasirabad district on ... 
    ",04/10/2014
Man dies in accident,"DERA MURAD JAMALI: One person was killed and eight others were injured on Saturday in a head-on collision between a... 
    ",19/10/2014
Man killed in crossfire; woman strangled,"DERA MURAD JAMALI: A man was killed in a clash between two groups in Goth Allahbad area on Tuesday, while in another... 
    ",22/10/2014
One gunned down in Kech,"GWADAR: A man was shot dead in Darmakol Pedrak area of Kech district on Tuesday.Police said a man opened fire on... 
    ",22/10/2014
Man shot dead,"QUETTA: A man was shot dead on Qambrani Road on Tuesday, police said.He was passing through the area when assailants... 
    ",22/10/2014
Man killed in mortar attack on Bajaur village,"KHAR: A man was killed and two others were injured when mortar shells fired by suspected Taliban militants from... 
    ",22/10/2014
Peace volunteer killed in Swat,"MINGORA: Suspected militants shot dead another peace volunteer in Matta tehsil of Swat district on Tuesday, raising... 
    ",29/10/2014
Couple shot dead for ‘honour’,"DERA MURAD JAMALI: A man and a woman were killed “in the name of honour” at Darabi in Kachhi district on Sunday,... 
    ",10/11/2014
Man killed in kidnap bid,"GWADAR: A man was killed when he offered resistance to a kidnapping attempt in Garmakan area in Panjgur on... 
    ",10/11/2014
22 militants killed in Khyber Agency,"PESHAWAR: At least 22 suspected militants were killed in fresh air strikes by PAF in the remote Tirah valley of... 
    ",22/11/2014
FC man injured in blast,"QUETTA: A Frontier Corps man was injured in a remote-controlled bomb blast in Sariab area on Friday. Police said ... 
    ",22/11/2014
Child killed in blast at Iran border crossing  ,"QUETTA: A child was killed and three people were injured in a bomb blast at the Pakistan-Iran border crossing in ... 
    ",24/11/2014
Kidnapped man found dead,"QUETTA: A man kidnapped a few days ago was found murdered in a mountainous area of Mastung on Sunday, police ... 
    ",24/11/2014
Briton charged in UK over murder in Pakistan,"LONDON: A British man was charged on Friday with killing a woman in Pakistan under an 1861 law that allows for... 
    ",29/11/2014
Suspect in Hazara girl’s murder case arrested,"QUETTA: The suspect involved in the rape attempt and murder of a little girl from Hazara community has been arrested... 
    ",29/11/2014
Two Muttahida men shot dead,"Two workers of the Muttahida Qaumi Movement (MQM) were shot dead in Orangi Town on Friday night, police said.  
    ",29/11/2014
Pakistani girl killed in shelling by India,"NAROWAL: A teenage girl was killed and a little boy injured in firing by Indian border guards on Pakistani villages... 
    ",04/01/2015
Five suspects caught in Bajaur,"Security personnel demolished 15 houses of suspected militants and took five suspects into custody in Salarzai tehsil. 
    ",21/01/2015
Coach set on fire  in Khuzdar,"KHUZDAR: A passenger coach going to Quetta from Karachi was set on fire by gunmen in Wadh area of Khuzdar district ... 
    ",26/01/2015
Lightning kills Lasbela girl,"KHUZDAR: A teenage girl was killed and her brother injured by a lightning strike in Lasbela town on Monday.It was... 
    ",03/02/2015
3 robbers lynched in Faisalabad,"According to witnesses, the robbers were killed by people who had nabbed them after a chase and later shot them dead. 
    ",03/02/2015
Additional SHO killed in Karakoram Highway blast,"MANSEHRA: A police officer was killed and two cops were injured when a remote-controlled device planted under their... 
    ",03/02/2015
Three killed in road accident ,"GWADAR: Three people were killed and a boy was injured in a road accident in Gwadar district on Monday.According to... 
    ",17/02/2015
Supreme Court’s attention drawn to desecration of Hindu temples,"Mr Vankwani alleged that authorities were reluctant to arrest those involved in attacking four temples in Sindh. 
    ",17/02/2015
"FC man, civilian killed in two blasts","QUETTA: A security man and a civilian were killed and seven others injured in two bomb blasts, one in the border ... 
    ",25/02/2015
Man dies in blast,"GWADAR: A man was killed and an Iranian national injured in a roadside bomb explosion in Zahran area of Jewani on... 
    ",25/02/2015
Suspected Afghan militant held,"KARACHI: A suspected militant allegedly involved in terrorist attacks in Afghanistan was arrested here on Tuesday,... 
    ",25/02/2015
Girl injured in AJK by Indian firing,"'The small arms fire was sudden and without any provocation. The girl was hit in the neck.' 
    ",28/02/2015
"Man gunned down, rockets fired at FC ","GWADAR: A man was shot dead in Garmakan area late on Tuesday and a Frontier Corps checkpost came under rocket attack... 
    ",12/03/2015
TTP militant killed in Karachi shootout,"Police describing Hanif as a “high value target,” and said that he had killed five policemen and seven civilians. 
    ",27/03/2015
Four killed in Kalat operation,"QUETTA: Four suspected militants were killed during a search operation by Frontier Corps personnel in Mangochar area... 
    ",29/03/2015
10 militants killed in Kurram air strikes,"Six other militants arrested during searchs operation in different areas of central Orakzai. 
    ",17/04/2015
Two militants killed in ‘encounter’,"KARACHI: Two suspected militants allegedly involved in a recent terrorist attack on Preedy police were shot dead in... 
    ",17/04/2015
FC soldier killed in attack,"GWADAR: An FC man was killed and two others were injured in an attack on a checkpost in Tasp area of Panjgur ... 
    ",17/04/2015
20 militants killed in air strikes,"Military planes pounded militant hideouts in different areas, destroying several hideouts and killing 20 terrorists. 
    ",24/04/2015
"Soldier killed, six injured","LADHA/BANNU: A soldier was killed and two were injured in attacks on checkposts in South Waziristan and another four... 
    ",04/05/2015
Three ‘militants’ killed in Karachi encounter,"KARACHI: Three suspected militants were killed in a reported encounter with police in Baldia Town here on Sunday... 
    ",04/05/2015
Three killed in accident,"DERA MURAD JAMALI: A man, a woman and a ten-year- old girl, were killed and two others injured when a ... 
    ",04/05/2015
70 suspects held in Quetta ,"QUETTA: More than 70 suspects were arrested on Friday in an operation conducted by personnel of law-enforcement and... 
    ",30/05/2015
Army man killed in attack on Multan-bound coach,"QUETTA: An army man was killed and three civilians were injured in an attack on a Multan-bound passenger coach in... 
    ",30/05/2015
"13 ‘militants’ killed  in Panjgur, Kalat ","QUETTA: At least 13 suspected militants were killed and four people, including two security personnel, injured in... 
    ",02/06/2015
Eight killed as rival groups clash in Tank,"TANK: Eight people were killed and two others wounded in a clash between two groups in Kari Haider area on... 
    ",02/06/2015
Two shot dead; ASF vehicle escapes blast,"GWADAR: Two men were shot dead in Padarak and Pasni areas, while a vehicle of the Airport Security Force (ASF)... 
    ",15/06/2015
Three ‘gangsters’ killed in Karachi,"KARACHI: Three suspected gangsters were shot dead in the city’s Lyari area on Sunday night. Police claimed the... 
    ",15/06/2015
Man kidnapped ,"QUETTA: A man was kidnapped from his house here on Saturday. Police said armed men barged into the house of one ... 
    ",28/06/2015
Kashmiri fighter’s body arrives from Valley,"RAWALAKOT: An alleged Pakistani militant, killed en route to court in India-held Kashmir, was buried here on ... 
    ",28/06/2015
"Six killed, 23 injured in accident near Khanozai","QUETTA: Six persons, including a woman and a girl were killed and 23 others injured in a head on collision between a... 
    ",22/07/2015
3 children die as roof of their house collapses after rain,"QUETTA: Three children of a family died and four others, including a woman, were injured when a roof of a house... 
    ",22/07/2015
"Tribal clash averted, 10 held","KHUZDAR: A clash was averted between two groups and 10 people were arrested in Zehri tehsil of Khuzdar district on... 
    ",27/07/2015
